booking_id,passenger_id,flight_id,booking_date,ticket_price,seat_class
1259,184,4,2024-03-01,60861,Business
1260,994,10,2024-11-17,36112,Business
1261,35,8,2024-05-03,68045,Business
1262,310,45,2024-11-01,13695,Economy
1263,764,25,2024-12-20,10596,Economy
1264,886,42,2024-07-14,62342,Business
1265,377,1,2024-03-02,4353,Economy
1266,125,32,2024-11-24,3377,Economy
1267,601,37,2024-10-20,39877,Business
1268,711,48,2024-02-18,9290,Economy
1269,496,42,2024-12-25,43107,Business
1270,586,9,2024-02-20,12322,Business
1271,731,35,2024-04-04,6588,Business
1272,404,36,2024-10-01,12379,Business
1273,532,38,2024-10-02,6399,Economy
1274,989,43,2024-03-01,12815,Economy
1275,712,12,2024-01-03,45195,Business
1276,126,3,2024-03-06,13692,Economy
1277,166,6,2024-10-14,8588,Business
1278,87,8,2024-09-16,51652,Business
1279,990,35,2024-03-28,4011,Business
1280,255,20,2024-01-24,62316,Business
1281,144,37,2024-09-08,50152,Business
1282,621,35,2024-09-18,14271,Economy
1283,102,43,2024-01-23,3601,Economy
1284,193,10,2024-06-02,5198,Economy
1285,617,36,2024-04-20,40358,Business
1286,132,47,2024-11-14,13746,Business
1287,564,17,2024-05-13,25406,Business
1288,410,30,2024-02-12,59750,Business
1289,963,45,2024-03-14,4156,Economy
1290,645,47,2024-05-17,14705,Economy
1291,382,37,2024-12-02,9876,Economy
1292,842,10,2024-06-10,53668,Business
1293,27,39,2024-05-06,7425,Economy
1294,128,35,2024-02-26,12645,Business
1295,338,41,2024-02-15,47714,Business
1296,797,18,2024-03-15,7483,Economy
1297,11,7,2024-07-12,9203,Economy
1298,975,7,2024-03-04,11625,Economy
1299,746,20,2024-10-28,16522,Business
1300,542,23,2024-12-24,39527,Business
1301,623,7,2024-01-25,8210,Economy
1302,970,49,2024-07-18,8655,Economy
1303,826,48,2024-12-13,66503,Business
1304,607,9,2024-05-12,14250,Economy
1305,526,46,2024-03-20,5337,Economy
1306,388,37,2024-05-16,14885,Economy
1307,655,24,2024-12-28,14111,Economy
1308,624,27,2024-12-27,27999,Business
1309,450,23,2024-08-27,40152,Business
1310,976,28,2024-09-23,8000,Economy
1311,651,6,2024-06-05,44991,Business
1312,866,6,2024-11-20,4256,Economy
1313,748,16,2024-02-17,12425,Economy
1314,59,6,2024-05-26,5401,Business
1315,986,28,2024-12-12,10858,Economy
1316,510,33,2024-12-16,9643,Economy
1317,15,40,2024-04-07,14700,Economy
1318,436,45,2024-09-30,36011,Business
1319,757,43,2024-09-27,12951,Economy
1320,460,11,2024-12-11,5864,Economy
1321,77,24,2024-03-09,10672,Business
1322,433,32,2024-07-13,9115,Economy
1323,994,8,2024-06-22,11832,Economy
1324,872,50,2024-03-01,43213,Business
1325,495,19,2024-05-15,3036,Economy
1326,756,41,2024-10-18,32503,Business
1327,946,20,2024-11-25,10586,Economy
1328,914,40,2024-09-06,8828,Economy
1329,7,40,2024-08-23,43105,Business
1330,363,7,2024-01-03,28400,Business
1331,412,23,2024-01-05,10058,Economy
1332,504,13,2024-02-13,9729,Economy
1333,127,32,2024-01-04,13758,Economy
1334,257,15,2024-08-28,53061,Business
1335,307,24,2024-08-07,11788,Economy
1336,832,18,2024-02-25,61587,Business
1337,166,9,2024-06-30,4761,Business
1338,368,46,2024-04-11,6105,Economy
1339,292,3,2024-03-09,59188,Business
1340,762,22,2024-01-17,13915,Economy
1341,204,31,2024-12-06,19570,Business
1342,432,32,2024-10-08,20703,Business
1343,333,49,2024-07-23,21225,Business
1344,113,7,2024-01-11,5548,Economy
1345,353,33,2024-01-07,3852,Economy
1346,695,22,2024-08-07,10116,Economy
1347,492,19,2024-05-24,14828,Business
1348,780,28,2024-05-06,14948,Economy
1349,524,12,2024-05-07,19075,Business
1350,885,17,2024-12-24,13917,Economy
1351,841,28,2024-04-11,17508,Business
1352,718,47,2024-09-14,6091,Economy
1353,876,38,2024-11-18,6758,Economy
1354,124,9,2024-07-24,7486,Economy
1355,197,10,2024-08-06,13100,Economy
1356,205,6,2024-01-27,57385,Business
1357,538,20,2024-12-24,6633,Economy
1358,345,28,2024-09-02,11353,Economy
1359,438,42,2024-01-27,18425,Business
1360,276,24,2024-05-23,58797,Business
1361,253,21,2024-01-25,3669,Economy
1362,1,4,2024-12-04,31784,Business
1363,293,31,2024-05-23,10059,Economy
1364,190,17,2024-09-08,47815,Business
1365,312,8,2024-02-19,14189,Economy
1366,566,50,2024-03-07,51260,Business
1367,760,24,2024-10-28,35228,Business
1368,666,18,2024-04-17,15433,Business
1369,909,7,2024-03-07,3672,Economy
1370,601,42,2024-04-07,14545,Economy
1371,457,7,2024-02-08,43515,Business
1372,743,31,2024-04-13,3717,Economy
1373,131,13,2024-08-02,49526,Business
1374,917,24,2024-08-17,10145,Economy
1375,70,31,2024-08-02,5735,Economy
1376,614,18,2024-12-22,7745,Economy
1377,47,37,2024-02-01,9512,Economy
1378,507,44,2024-09-29,5711,Economy
1379,449,49,2024-09-17,55150,Business
1380,411,39,2024-05-19,6015,Economy
1381,4,11,2024-10-19,12701,Economy
1382,714,1,2024-09-19,37925,Business
1383,311,15,2024-05-31,19611,Business
1384,176,15,2024-01-24,7781,Economy
1385,41,41,2024-03-16,21428,Business
1386,277,4,2024-11-24,6440,Economy
1387,548,8,2024-01-01,52380,Business
1388,333,6,2024-12-27,21512,Business
1389,419,40,2024-05-30,11505,Business
1390,641,1,2024-07-01,14968,Economy
1391,989,18,2024-03-31,6049,Business
1392,551,43,2024-10-25,14839,Economy
1393,764,45,2024-07-14,31021,Business
1394,837,29,2024-04-22,39231,Business
1395,209,38,2024-11-18,24400,Business
1396,457,15,2024-08-10,23442,Business
1397,924,31,2024-02-17,27791,Business
1398,471,12,2024-03-31,12333,Economy
1399,503,47,2024-04-02,6758,Business
1400,318,11,2024-03-31,28621,Business
1401,72,10,2024-02-06,36145,Business
1402,466,42,2024-07-25,14867,Economy
1403,540,9,2024-01-07,9191,Economy
1404,394,2,2024-02-26,13559,Economy
1405,958,3,2024-03-08,4369,Economy
1406,275,10,2024-11-17,3153,Economy
1407,981,7,2024-10-04,15136,Business
1408,208,9,2024-09-02,25383,Business
1409,315,22,2024-09-02,6994,Economy
1410,58,35,2024-12-20,20131,Business
1411,22,3,2024-02-22,17443,Business
1412,524,27,2024-03-13,6675,Economy
1413,25,15,2024-08-06,23316,Business
1414,362,42,2024-05-26,14213,Economy
1415,394,44,2024-02-27,26224,Business
1416,113,15,2024-02-22,50833,Business
1417,79,40,2024-06-19,8906,Economy
1418,946,6,2024-01-23,5917,Economy
1419,439,34,2024-06-20,14131,Economy
1420,436,10,2024-12-07,41618,Business
1421,357,7,2024-05-18,52380,Business
1422,956,17,2024-12-30,3035,Economy
1423,883,10,2024-12-01,8247,Economy
1424,152,25,2024-08-16,12822,Business
1425,116,37,2024-08-06,22961,Business
1426,93,21,2024-03-06,9308,Economy
1427,362,21,2024-09-10,67083,Business
1428,711,27,2024-11-04,22116,Business
1429,822,42,2024-05-05,58874,Business
1430,563,32,2024-10-02,34161,Business
1431,394,6,2024-10-24,32748,Business
1432,720,6,2024-04-30,4375,Business
1433,209,2,2024-07-04,21510,Business
1434,944,8,2024-01-31,51298,Business
1435,870,50,2024-03-12,64344,Business
1436,148,36,2024-08-03,6452,Economy
1437,848,15,2024-01-29,4920,Economy
1438,986,45,2024-12-26,9184,Economy
1439,751,2,2024-12-22,52717,Business
1440,56,45,2024-02-24,10812,Economy
1441,858,39,2024-03-21,5406,Economy
1442,375,10,2024-02-10,4262,Economy
1443,13,37,2024-08-01,5988,Economy
1444,482,48,2024-03-12,65628,Business
1445,422,47,2024-06-21,5731,Business
1446,294,8,2024-03-20,13525,Economy
1447,33,39,2024-03-29,3178,Economy
1448,406,28,2024-12-14,37823,Business
1449,942,37,2024-09-13,33794,Business
1450,434,11,2024-05-19,11544,Economy
1451,387,9,2024-04-18,11339,Business
1452,225,26,2024-04-04,14344,Economy
1453,480,31,2024-06-09,53868,Business
1454,169,4,2024-07-09,29523,Business
1455,277,7,2024-02-23,8942,Economy
1456,618,50,2024-06-20,6924,Economy
1457,289,11,2024-10-04,4070,Economy
1458,217,39,2024-01-06,28607,Business
1459,565,13,2024-11-22,6937,Economy
1460,276,6,2024-10-18,12236,Economy
1461,810,31,2024-01-24,8154,Economy
1462,96,20,2024-01-05,41015,Business
1463,982,26,2024-09-13,8152,Economy
1464,770,26,2024-07-01,14512,Economy
1465,691,7,2024-06-18,17238,Business
1466,515,50,2024-03-17,12620,Economy
1467,816,25,2024-09-01,7753,Economy
1468,166,10,2024-12-15,14322,Business
1469,907,41,2024-02-17,6533,Economy
1470,827,44,2024-11-30,14772,Economy
1471,165,33,2024-09-21,62652,Business
1472,805,9,2024-06-22,51227,Business
1473,639,28,2024-01-21,35340,Business
1474,214,40,2024-11-06,5496,Economy
1475,581,41,2024-09-11,3244,Economy
1476,147,50,2024-06-07,11174,Economy
1477,97,30,2024-06-09,7843,Economy
1478,166,5,2024-05-23,50316,Business
1479,92,5,2024-04-01,37809,Business
1480,485,17,2024-08-14,5031,Economy
1481,996,37,2024-09-06,8955,Economy
1482,880,19,2024-07-24,20906,Business
1483,452,24,2024-09-19,52979,Business
1484,86,44,2024-07-30,38449,Business
1485,899,44,2024-01-22,7011,Economy
1486,717,36,2024-01-05,4725,Economy
1487,298,25,2024-03-22,13565,Business
1488,229,25,2024-08-24,8716,Economy
1489,478,30,2024-11-24,18302,Business
1490,88,12,2024-02-25,60769,Business
1491,205,26,2024-06-17,8198,Economy
1492,351,39,2024-09-05,14506,Economy
1493,760,31,2024-02-28,63582,Business
1494,40,35,2024-03-20,23072,Business
1495,656,14,2024-06-12,12848,Economy
1496,793,25,2024-02-01,60375,Business
1497,485,14,2024-01-28,3375,Economy
1498,976,49,2024-12-16,39369,Business
1499,259,41,2024-03-31,5322,Economy
1500,71,18,2024-07-26,7887,Economy
1501,895,46,2024-08-19,32063,Business
1502,686,17,2024-04-04,4514,Economy
1503,917,28,2024-06-24,25565,Business
1504,204,23,2024-08-02,66324,Business
1505,549,45,2024-03-23,50490,Business
1506,935,45,2024-10-19,5301,Business
1507,575,39,2024-04-11,14841,Economy
1508,684,38,2024-11-11,8304,Economy
1509,681,47,2024-06-11,5465,Economy
1510,919,30,2024-03-16,45472,Business
1511,117,44,2024-07-27,4481,Business
1512,462,9,2024-11-20,16772,Business
1513,38,14,2024-04-06,25771,Business
1514,616,25,2024-04-20,31494,Business
1515,976,13,2024-12-13,9066,Economy
1516,834,24,2024-01-09,44234,Business
1517,515,8,2024-12-24,63768,Business
1518,424,27,2024-06-29,59816,Business
1519,536,49,2024-06-20,5880,Economy
1520,470,28,2024-07-10,12056,Economy
1521,610,11,2024-10-04,54012,Business
1522,292,43,2024-12-18,41125,Business
1523,719,40,2024-02-20,4700,Economy
1524,92,42,2024-01-09,17588,Business
1525,509,48,2024-11-15,13379,Economy
1526,455,33,2024-10-24,13939,Economy
1527,297,27,2024-04-18,10448,Economy
1528,565,25,2024-02-28,10693,Economy
1529,974,8,2024-06-28,58124,Business
1530,930,42,2024-12-26,4996,Business
1531,963,24,2024-04-24,39076,Business
1532,901,43,2024-05-15,58357,Business
1533,690,16,2024-01-03,8282,Business
1534,16,2,2024-03-19,45611,Business
1535,344,11,2024-10-19,35697,Business
1536,570,26,2024-04-08,10760,Business
1537,821,37,2024-08-07,13424,Economy
1538,400,47,2024-03-29,45697,Business
1539,530,11,2024-08-11,4631,Economy
1540,728,9,2024-09-15,13345,Economy
1541,591,26,2024-11-17,24847,Business
1542,972,21,2024-04-14,4528,Economy
1543,27,28,2024-01-06,3455,Economy
1544,633,46,2024-10-05,12368,Economy
1545,392,2,2024-03-07,50939,Business
1546,192,16,2024-11-30,7864,Economy
1547,199,35,2024-05-05,38141,Business
1548,676,4,2024-05-20,5355,Economy
1549,643,2,2024-11-22,4817,Economy
1550,471,39,2024-03-03,5323,Economy
1551,290,17,2024-04-02,4267,Economy
1552,507,24,2024-04-16,17195,Business
1553,503,2,2024-07-30,10971,Economy
1554,983,41,2024-02-09,14261,Economy
1555,430,25,2024-06-09,25116,Business
1556,185,20,2024-01-06,13807,Economy
1557,581,41,2024-11-06,4920,Economy
1558,1000,22,2024-06-26,4657,Business
1559,163,34,2024-05-10,6159,Economy
1560,621,2,2024-10-01,11486,Economy
1561,525,49,2024-03-19,8978,Economy
1562,118,14,2024-01-16,22161,Business
1563,226,6,2024-12-20,7384,Economy
1564,281,31,2024-04-12,8710,Economy
1565,726,36,2024-11-29,65216,Business
1566,764,32,2024-08-11,29304,Business
1567,257,12,2024-04-11,55488,Business
1568,106,38,2024-10-27,25712,Business
1569,814,14,2024-09-06,62478,Business
1570,434,39,2024-05-19,18097,Business
1571,622,25,2024-08-07,12292,Economy
1572,362,24,2024-11-19,10363,Economy
1573,172,3,2024-09-18,57714,Business
1574,301,39,2024-11-26,56206,Business
1575,31,8,2024-04-02,60280,Business
1576,810,12,2024-07-02,4190,Economy
1577,221,43,2024-07-09,23010,Business
1578,799,21,2024-03-03,8219,Economy
1579,705,1,2024-06-17,10624,Economy
1580,582,21,2024-04-29,9317,Economy
1581,291,39,2024-04-18,4686,Economy
1582,575,18,2024-11-07,12403,Economy
1583,915,42,2024-08-03,45652,Business
1584,833,21,2024-04-11,3813,Economy
1585,822,32,2024-09-12,7496,Economy
1586,432,8,2024-03-04,26431,Business
1587,616,21,2024-10-29,34988,Business
1588,591,2,2024-05-25,13545,Economy
1589,803,37,2024-01-03,41272,Business
1590,135,26,2024-01-19,8527,Economy
1591,661,2,2024-02-05,16467,Business
1592,850,27,2024-06-03,45574,Business
1593,772,23,2024-07-23,12116,Economy
1594,794,21,2024-09-09,9444,Economy
1595,306,45,2024-08-20,19913,Business
1596,864,24,2024-11-12,3479,Economy
1597,230,4,2024-01-06,4722,Economy
1598,331,45,2024-08-11,5788,Economy
1599,91,13,2024-07-07,14276,Economy
1600,889,4,2024-05-12,4815,Economy
1601,50,20,2024-02-08,47165,Business
1602,705,40,2024-07-13,26326,Business
1603,948,9,2024-10-25,19715,Business
1604,130,21,2024-03-16,62560,Business
1605,685,8,2024-09-24,12468,Economy
1606,490,43,2024-09-07,46193,Business
1607,792,47,2024-09-04,4504,Economy
1608,271,50,2024-05-31,8783,Economy
1609,572,16,2024-12-03,14386,Economy
1610,80,5,2024-09-10,6481,Economy
1611,14,43,2024-04-20,54470,Business
1612,193,32,2024-02-23,31349,Business
1613,834,38,2024-09-27,44871,Business
1614,726,30,2024-12-01,11265,Economy
1615,109,9,2024-04-22,54538,Business
1616,999,29,2024-11-13,9556,Economy
1617,193,5,2024-05-22,25521,Business
1618,703,20,2024-10-22,5413,Economy
1619,473,7,2024-02-26,3271,Economy
1620,916,30,2024-04-05,7746,Business
1621,488,43,2024-09-28,50131,Business
1622,272,8,2024-10-08,8806,Economy
1623,442,14,2024-03-18,69823,Business
1624,442,33,2024-06-19,10230,Economy
1625,280,24,2024-02-20,13627,Economy
1626,392,47,2024-08-04,7816,Economy
1627,194,26,2024-03-31,68699,Business
1628,532,28,2024-02-25,13589,Economy
1629,255,8,2024-04-22,3870,Economy
1630,917,3,2024-10-21,35295,Business
1631,68,35,2024-02-21,33683,Business
1632,904,40,2024-12-24,55368,Business
1633,403,7,2024-04-22,68903,Business
1634,211,11,2024-04-14,41747,Business
1635,723,39,2024-05-27,4544,Economy
1636,190,33,2024-12-24,44019,Business
1637,874,45,2024-05-02,8162,Economy
1638,698,5,2024-03-26,8442,Economy
1639,922,30,2024-03-13,13912,Economy
1640,486,28,2024-06-20,5908,Economy
1641,998,17,2024-02-09,14128,Economy
1642,779,1,2024-10-31,66105,Business
1643,598,1,2024-09-07,10742,Economy
1644,113,3,2024-01-09,33922,Business
1645,538,33,2024-03-26,4538,Economy
1646,103,20,2024-06-20,68312,Business
1647,753,23,2024-10-06,67765,Business
1648,260,24,2024-08-22,8777,Economy
1649,309,46,2024-06-19,18779,Business
1650,277,44,2024-09-22,5423,Economy
1651,421,15,2024-12-03,8852,Economy
1652,510,2,2024-05-05,51109,Business
1653,212,48,2024-02-15,9189,Economy
1654,655,7,2024-05-20,26931,Business
1655,272,44,2024-06-27,55252,Business
1656,604,27,2024-05-21,28978,Business
1657,43,38,2024-09-23,20116,Business
1658,444,30,2024-10-17,41802,Business
1659,113,1,2024-09-12,10640,Economy
1660,698,10,2024-09-24,25313,Business
1661,311,32,2024-05-27,7828,Economy
1662,16,30,2024-01-21,7636,Economy
1663,846,38,2024-03-04,11001,Economy
1664,314,1,2024-08-08,4084,Business
1665,52,17,2024-03-11,41128,Business
1666,805,33,2024-12-06,4409,Economy
1667,731,18,2024-03-14,10078,Economy
1668,600,6,2024-05-28,3526,Economy
1669,485,23,2024-05-07,59386,Business
1670,409,7,2024-05-13,44728,Business
1671,178,37,2024-08-11,22242,Business
1672,700,50,2024-04-12,21785,Business
1673,427,36,2024-04-12,43976,Business
1674,88,20,2024-10-17,28034,Business
1675,385,28,2024-02-19,11627,Economy
1676,453,45,2024-06-09,65391,Business
1677,363,28,2024-08-26,57773,Business
1678,473,2,2024-10-13,9896,Economy
1679,91,49,2024-03-12,35804,Business
1680,595,33,2024-07-10,13172,Economy
1681,557,37,2024-05-30,9433,Economy
1682,129,26,2024-12-09,10582,Economy
1683,827,49,2024-09-22,11123,Business
1684,87,4,2024-05-18,8463,Economy
1685,609,7,2024-05-28,47425,Business
1686,886,4,2024-03-03,14494,Economy
1687,210,34,2024-03-14,21878,Business
1688,229,44,2024-11-23,7929,Economy
1689,644,20,2024-01-04,30306,Business
1690,118,5,2024-01-01,12892,Economy
1691,902,8,2024-09-23,7050,Economy
1692,210,7,2024-08-30,11287,Economy
1693,455,26,2024-01-29,7913,Economy
1694,415,31,2024-04-04,11957,Economy
1695,267,40,2024-12-14,20147,Business
1696,443,10,2024-11-21,6027,Economy
1697,146,48,2024-12-02,5797,Economy
1698,524,48,2024-12-24,10801,Economy
1699,492,19,2024-05-28,12646,Economy
1700,505,24,2024-12-07,55273,Business
1701,396,45,2024-02-24,58643,Business
1702,834,28,2024-03-16,7643,Economy
1703,469,8,2024-10-15,5444,Business
1704,595,20,2024-01-18,9587,Business
1705,930,23,2024-03-12,64076,Business
1706,284,1,2024-03-22,69619,Business
1707,877,33,2024-04-17,55199,Business
1708,526,5,2024-03-30,8764,Economy
1709,672,47,2024-10-15,64225,Business
1710,733,9,2024-05-22,55633,Business
1711,70,42,2024-09-04,65833,Business
1712,621,43,2024-04-02,20963,Business
1713,715,21,2024-10-28,56923,Business
1714,70,3,2024-01-16,6796,Economy
1715,99,43,2024-02-24,66444,Business
1716,332,49,2024-04-28,4727,Economy
1717,922,12,2024-07-15,12437,Business
1718,64,40,2024-05-08,3613,Economy
1719,868,48,2024-02-07,53063,Business
1720,622,41,2024-01-16,8261,Economy
1721,111,45,2024-08-18,21460,Business
1722,653,37,2024-10-11,6206,Economy
1723,259,32,2024-08-12,33556,Business
1724,207,48,2024-03-23,29204,Business
1725,89,38,2024-01-13,6334,Economy
1726,35,9,2024-01-03,57480,Business
1727,582,35,2024-02-06,28288,Business
1728,699,47,2024-11-24,28921,Business
1729,853,14,2024-10-19,69647,Business
1730,361,23,2024-11-12,4100,Economy
1731,450,28,2024-11-16,13288,Business
1732,583,6,2024-03-06,17226,Business
1733,121,32,2024-04-28,12854,Economy
1734,554,22,2024-01-12,7749,Economy
1735,945,17,2024-07-18,12906,Business
1736,894,11,2024-05-27,11755,Economy
1737,590,16,2024-09-22,56326,Business
1738,634,4,2024-10-06,12548,Economy
1739,483,17,2024-11-30,3528,Economy
1740,347,27,2024-05-13,8481,Economy
1741,910,49,2024-01-31,6346,Economy
1742,561,47,2024-06-17,6860,Economy
1743,506,5,2024-10-15,8666,Economy
1744,73,27,2024-11-02,12034,Economy
1745,491,9,2024-05-18,4704,Economy
1746,37,32,2024-09-16,13655,Economy
1747,359,28,2024-09-01,33852,Business
1748,22,4,2024-01-14,11752,Economy
1749,623,25,2024-12-15,12052,Economy
1750,494,4,2024-07-17,20415,Business
1751,441,45,2024-08-06,4893,Economy
1752,449,8,2024-11-11,50109,Business
1753,199,22,2024-08-11,6902,Economy
1754,238,6,2024-10-28,6721,Economy
1755,423,48,2024-10-01,3244,Economy
1756,895,47,2024-05-07,4255,Economy
1757,59,9,2024-08-12,7630,Economy
1758,45,21,2024-06-28,7790,Economy
1759,133,39,2024-07-22,20040,Business
1760,673,5,2024-02-09,30982,Business
1761,507,46,2024-07-01,10266,Economy
1762,731,20,2024-07-06,36008,Business
1763,540,18,2024-06-12,3884,Economy
1764,355,27,2024-12-27,40671,Business
1765,81,14,2024-03-11,7996,Economy
1766,760,36,2024-04-17,9101,Economy
1767,743,10,2024-01-19,14441,Economy
1768,451,42,2024-08-20,3348,Economy
1769,511,3,2024-05-18,54354,Business
1770,308,6,2024-01-31,54323,Business
1771,508,2,2024-07-14,62198,Business
1772,46,15,2024-04-15,28173,Business
1773,676,28,2024-09-29,13820,Economy
1774,313,3,2024-10-04,7406,Business
1775,932,39,2024-06-21,32382,Business
1776,776,2,2024-06-23,60039,Business
1777,802,47,2024-01-30,12065,Economy
1778,398,47,2024-12-13,64752,Business
1779,435,37,2024-10-17,25305,Business
1780,984,25,2024-08-27,5160,Economy
1781,930,1,2024-05-23,15211,Business
1782,256,50,2024-10-04,48241,Business
1783,585,26,2024-01-20,51408,Business
1784,276,43,2024-05-08,5036,Economy
1785,315,37,2024-12-04,38670,Business
1786,868,12,2024-08-15,6263,Business
1787,451,1,2024-08-26,8877,Economy
1788,492,41,2024-10-11,9694,Economy
1789,60,38,2024-02-10,45160,Business
1790,977,5,2024-08-13,7227,Economy
1791,785,18,2024-05-12,20675,Business
1792,233,41,2024-03-30,13124,Economy
1793,672,4,2024-04-29,13724,Economy
1794,40,12,2024-12-16,45593,Business
1795,43,36,2024-04-26,14707,Economy
1796,266,17,2024-01-09,9863,Business
1797,615,16,2024-06-28,4269,Economy
1798,520,29,2024-02-27,6882,Economy
1799,209,21,2024-10-19,58521,Business
1800,74,42,2024-08-06,22753,Business
1801,26,21,2024-11-06,47907,Business
1802,999,27,2024-11-29,65693,Business
1803,966,19,2024-11-14,5626,Economy
1804,378,3,2024-05-28,12686,Economy
1805,27,7,2024-11-07,8129,Economy
1806,524,46,2024-09-17,32163,Business
1807,388,38,2024-01-17,9243,Economy
1808,781,42,2024-02-10,6679,Economy
1809,579,33,2024-10-21,19891,Business
1810,868,34,2024-01-27,61805,Business
1811,325,18,2024-04-09,35985,Business
1812,337,16,2024-07-04,10468,Economy
1813,323,48,2024-02-29,10291,Economy
1814,751,27,2024-07-04,8766,Economy
1815,574,33,2024-02-09,67459,Business
1816,620,15,2024-08-17,34115,Business
1817,584,9,2024-10-02,9678,Economy
1818,691,38,2024-12-06,12921,Economy
1819,267,19,2024-06-23,19461,Business
1820,84,27,2024-08-03,12437,Economy
1821,507,41,2024-04-11,10439,Economy
1822,16,11,2024-03-02,38521,Business
1823,784,36,2024-12-30,17237,Business
1824,130,3,2024-08-08,14305,Economy
1825,171,5,2024-03-08,59359,Business
1826,363,9,2024-07-24,14665,Economy
1827,301,8,2024-06-21,18125,Business
1828,740,3,2024-02-07,62837,Business
1829,933,27,2024-11-18,61106,Business
1830,297,49,2024-09-01,6005,Economy
1831,742,50,2024-10-28,5494,Economy
1832,918,1,2024-10-30,63444,Business
1833,389,21,2024-08-12,11334,Economy
1834,740,38,2024-05-23,6805,Economy
1835,305,32,2024-06-23,12242,Economy
1836,531,34,2024-10-23,41389,Business
1837,331,25,2024-06-12,5346,Economy
1838,43,48,2024-04-17,40471,Business
1839,589,40,2024-06-09,8690,Economy
1840,292,11,2024-03-01,39893,Business
1841,499,29,2024-04-24,7726,Economy
1842,962,17,2024-11-06,6795,Economy
1843,683,18,2024-03-13,6388,Economy
1844,566,33,2024-03-27,12804,Economy
1845,925,3,2024-10-03,3109,Economy
1846,501,2,2024-07-08,7617,Economy
1847,965,37,2024-08-06,20538,Business
1848,851,30,2024-05-31,14735,Economy
1849,724,8,2024-08-15,68651,Business
1850,270,6,2024-03-11,19264,Business
1851,992,23,2024-02-10,14917,Economy
1852,77,21,2024-03-21,40190,Business
1853,465,41,2024-09-19,14580,Economy
1854,705,21,2024-01-20,17164,Business
1855,955,46,2024-09-23,28955,Business
1856,862,36,2024-12-04,13395,Economy
1857,643,1,2024-05-05,12606,Economy
1858,386,15,2024-12-10,7346,Economy
1859,482,10,2024-09-05,11138,Economy
1860,290,9,2024-04-11,11459,Economy
1861,878,47,2024-04-19,10115,Economy
1862,69,32,2024-10-12,14632,Economy
1863,183,3,2024-08-02,53845,Business
1864,647,38,2024-04-30,67469,Business
1865,544,43,2024-04-02,34394,Business
1866,897,19,2024-12-08,68254,Business
1867,816,41,2024-07-19,67040,Business
1868,303,7,2024-04-22,7706,Economy
1869,430,29,2024-06-15,13853,Economy
1870,436,8,2024-03-31,45799,Business
1871,677,8,2024-06-26,20784,Business
1872,793,31,2024-09-07,34783,Business
1873,30,19,2024-05-17,9701,Economy
1874,63,36,2024-06-14,45630,Business
1875,422,26,2024-08-14,56255,Business
1876,267,4,2024-05-17,32697,Business
1877,348,41,2024-01-24,62672,Business
1878,420,15,2024-10-20,11782,Economy
1879,212,50,2024-11-16,13048,Economy
1880,626,22,2024-03-07,14832,Economy
1881,22,25,2024-02-16,50229,Business
1882,786,50,2024-10-10,13730,Economy
1883,51,34,2024-04-17,30009,Business
1884,161,35,2024-07-21,7754,Economy
1885,821,11,2024-07-10,58184,Business
1886,221,36,2024-05-07,3591,Economy
1887,866,2,2024-09-26,11216,Economy
1888,408,32,2024-01-22,7638,Economy
1889,309,2,2024-04-27,3553,Economy
1890,279,48,2024-03-04,56527,Business
1891,135,48,2024-05-18,4253,Economy
1892,76,33,2024-12-26,6641,Business
1893,16,48,2024-10-04,4565,Economy
1894,754,38,2024-07-19,12923,Economy
1895,880,20,2024-06-14,7071,Business
1896,310,18,2024-08-22,4633,Economy
1897,271,42,2024-10-22,53359,Business
1898,299,28,2024-02-17,9657,Economy
1899,575,18,2024-09-04,36062,Business
1900,392,2,2024-09-11,52855,Business
1901,782,35,2024-02-25,33368,Business
1902,592,2,2024-07-22,10325,Economy
1903,379,31,2024-10-15,13531,Economy
1904,319,22,2024-03-14,4562,Economy
1905,575,11,2024-04-16,36763,Business
1906,86,10,2024-07-25,34465,Business
1907,61,50,2024-09-09,57983,Business
1908,319,48,2024-06-21,3598,Economy
1909,330,45,2024-10-16,4730,Business
1910,275,45,2024-04-17,69511,Business
1911,321,42,2024-04-30,64472,Business
1912,726,31,2024-09-20,4721,Economy
1913,436,45,2024-02-09,20683,Business
1914,776,1,2024-03-23,5722,Economy
1915,203,29,2024-02-28,9949,Economy
1916,508,11,2024-11-16,22332,Business
1917,767,36,2024-08-02,5213,Business
1918,304,8,2024-08-10,39534,Business
1919,536,21,2024-11-10,25750,Business
1920,145,19,2024-09-24,13059,Economy
1921,975,46,2024-07-09,65880,Business
1922,474,14,2024-06-18,5690,Economy
1923,537,46,2024-08-30,8205,Economy
1924,427,12,2024-03-17,12788,Business
1925,6,20,2024-12-25,6264,Economy
1926,711,7,2024-10-02,47389,Business
1927,97,4,2024-11-15,24506,Business
1928,69,23,2024-11-21,8651,Economy
1929,644,1,2024-04-08,41249,Business
1930,841,28,2024-10-26,52139,Business
1931,640,50,2024-07-25,30553,Business
1932,80,38,2024-03-19,14971,Economy
1933,222,18,2024-04-01,17411,Business
1934,130,34,2024-10-27,47274,Business
1935,590,50,2024-10-30,66050,Business
1936,215,11,2024-01-02,6546,Economy
1937,94,40,2024-03-16,5700,Economy
1938,487,1,2024-06-14,3855,Economy
1939,141,33,2024-08-13,65825,Business
